"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CRI","POVERTYGAP","66MORE","RT","A","2021",0.296,
"IND","POVERTYGAP","18_65","RT","A","2011",0.364,
"IND","POVERTYGAP","66MORE","RT","A","2011",0.42,
"RUS","POVERTYGAP","18_65","RT","A","2011",0.304,
"RUS","POVERTYGAP","18_65","RT","A","2016",0.256,
"RUS","POVERTYGAP","18_65","RT","A","2017",0.255,
"RUS","POVERTYGAP","66MORE","RT","A","2011",0.19,
"RUS","POVERTYGAP","66MORE","RT","A","2016",0.179,
"RUS","POVERTYGAP","66MORE","RT","A","2017",0.17,
"ZAF","POVERTYGAP","18_65","RT","A","2015",0.452,
"ZAF","POVERTYGAP","18_65","RT","A","2017",0.461,
"ZAF","POVERTYGAP","66MORE","RT","A","2015",0.273,
"ZAF","POVERTYGAP","66MORE","RT","A","2017",0.303,
"BGR","POVERTYGAP","18_65","RT","A","2006",0.412,
"BGR","POVERTYGAP","18_65","RT","A","2007",0.337,
"BGR","POVERTYGAP","18_65","RT","A","2008",0.33,
"BGR","POVERTYGAP","18_65","RT","A","2009",0.317,
"BGR","POVERTYGAP","18_65","RT","A","2010",0.344,
"BGR","POVERTYGAP","18_65","RT","A","2011",0.358,
"BGR","POVERTYGAP","18_65","RT","A","2012",0.346,
"BGR","POVERTYGAP","18_65","RT","A","2013",0.375,
"BGR","POVERTYGAP","18_65","RT","A","2014",0.355,
"BGR","POVERTYGAP","18_65","RT","A","2015",0.412,
"BGR","POVERTYGAP","18_65","RT","A","2016",0.382,
"BGR","POVERTYGAP","18_65","RT","A","2017",0.337,
"BGR","POVERTYGAP","18_65","RT","A","2018",0.337,
"BGR","POVERTYGAP","18_65","RT","A","2019",0.355,
"BGR","POVERTYGAP","18_65","RT","A","2020",0.31,
"BGR","POVERTYGAP","66MORE","RT","A","2006",0.214,
"BGR","POVERTYGAP","66MORE","RT","A","2007",0.191,
"BGR","POVERTYGAP","66MORE","RT","A","2008",0.22,
"BGR","POVERTYGAP","66MORE","RT","A","2009",0.247,
"BGR","POVERTYGAP","66MORE","RT","A","2010",0.219,
"BGR","POVERTYGAP","66MORE","RT","A","2011",0.224,
"BGR","POVERTYGAP","66MORE","RT","A","2012",0.209,
"BGR","POVERTYGAP","66MORE","RT","A","2013",0.214,
"BGR","POVERTYGAP","66MORE","RT","A","2014",0.227,
"BGR","POVERTYGAP","66MORE","RT","A","2015",0.174,
"BGR","POVERTYGAP","66MORE","RT","A","2016",0.212,
"BGR","POVERTYGAP","66MORE","RT","A","2017",0.188,
"BGR","POVERTYGAP","66MORE","RT","A","2018",0.196,
"BGR","POVERTYGAP","66MORE","RT","A","2019",0.212,
"BGR","POVERTYGAP","66MORE","RT","A","2020",0.188,
"ROU","POVERTYGAP","18_65","RT","A","2006",0.362,
"ROU","POVERTYGAP","18_65","RT","A","2007",0.375,
"ROU","POVERTYGAP","18_65","RT","A","2008",0.385,
"ROU","POVERTYGAP","18_65","RT","A","2009",0.338,
"ROU","POVERTYGAP","18_65","RT","A","2010",0.369,
"ROU","POVERTYGAP","18_65","RT","A","2011",0.406,
"ROU","POVERTYGAP","18_65","RT","A","2012",0.418,
"ROU","POVERTYGAP","18_65","RT","A","2013",0.417,
"ROU","POVERTYGAP","18_65","RT","A","2014",0.439,
"ROU","POVERTYGAP","18_65","RT","A","2015",0.412,
"ROU","POVERTYGAP","18_65","RT","A","2016",0.419,
"ROU","POVERTYGAP","18_65","RT","A","2017",0.425,
"ROU","POVERTYGAP","18_65","RT","A","2018",0.43,
"ROU","POVERTYGAP","18_65","RT","A","2019",0.422,
"ROU","POVERTYGAP","18_65","RT","A","2020",0.447,
"ROU","POVERTYGAP","66MORE","RT","A","2006",0.3,
"ROU","POVERTYGAP","66MORE","RT","A","2007",0.271,
"ROU","POVERTYGAP","66MORE","RT","A","2008",0.261,
"ROU","POVERTYGAP","66MORE","RT","A","2009",0.231,
"ROU","POVERTYGAP","66MORE","RT","A","2010",0.221,
"ROU","POVERTYGAP","66MORE","RT","A","2011",0.232,
"ROU","POVERTYGAP","66MORE","RT","A","2012",0.243,
"ROU","POVERTYGAP","66MORE","RT","A","2013",0.241,
"ROU","POVERTYGAP","66MORE","RT","A","2014",0.29,
"ROU","POVERTYGAP","66MORE","RT","A","2015",0.258,
"ROU","POVERTYGAP","66MORE","RT","A","2016",0.258,
"ROU","POVERTYGAP","66MORE","RT","A","2017",0.239,
"ROU","POVERTYGAP","66MORE","RT","A","2018",0.255,
"ROU","POVERTYGAP","66MORE","RT","A","2019",0.232,
"ROU","POVERTYGAP","66MORE","RT","A","2020",0.305,
"HRV","POVERTYGAP","18_65","RT","A","2009",0.334,
"HRV","POVERTYGAP","18_65","RT","A","2010",0.346,
"HRV","POVERTYGAP","18_65","RT","A","2011",0.336,
"HRV","POVERTYGAP","18_65","RT","A","2012",0.322,
"HRV","POVERTYGAP","18_65","RT","A","2013",0.328,
"HRV","POVERTYGAP","18_65","RT","A","2014",0.328,
"HRV","POVERTYGAP","18_65","RT","A","2015",0.329,
"HRV","POVERTYGAP","18_65","RT","A","2016",0.336,
"HRV","POVERTYGAP","18_65","RT","A","2017",0.33,
"HRV","POVERTYGAP","18_65","RT","A","2018",0.328,
"HRV","POVERTYGAP","18_65","RT","A","2019",0.313,
"HRV","POVERTYGAP","18_65","RT","A","2020",0.319,
"HRV","POVERTYGAP","66MORE","RT","A","2009",0.295,
"HRV","POVERTYGAP","66MORE","RT","A","2010",0.267,
"HRV","POVERTYGAP","66MORE","RT","A","2011",0.259,
"HRV","POVERTYGAP","66MORE","RT","A","2012",0.264,
"HRV","POVERTYGAP","66MORE","RT","A","2013",0.263,
"HRV","POVERTYGAP","66MORE","RT","A","2014",0.257,
"HRV","POVERTYGAP","66MORE","RT","A","2015",0.26,
"HRV","POVERTYGAP","66MORE","RT","A","2016",0.263,
"HRV","POVERTYGAP","66MORE","RT","A","2017",0.281,
"HRV","POVERTYGAP","66MORE","RT","A","2018",0.266,
"HRV","POVERTYGAP","66MORE","RT","A","2019",0.277,
"HRV","POVERTYGAP","66MORE","RT","A","2020",0.279,
